,SCVL SPRING 2023 SEASON SCHEDULE,,,,,,,,,,,,,,,,,,,,
,Court 1,,,Court 2,,,Court 3,,,Court 4,,,Court 5,,,,,,,,
3:30 PM,,INT9 v INT14,ref: INT11,,INT8 v INT10,ref: INT2,,POW1 v POW2,ref: POW4,,POW3 v POW11,ref: POW6,,POW5 v POW9,ref: POW10,,,,,,
4:30 PM,,INT5 v INT13,ref: INT4,,INT2 v INT8,ref: INT1,,INT7 v INT11,ref: INT12,,POW6 v POW8,ref: POW5,,POW4 v POW10,ref: POW9,,,INT3,,,INT8
5:30 PM,,SKILLS CLINIC,Topic TBD,,SKILLS CLINIC,Topic TBD,,COM13 v COM15,ref: COM9,,INT1 v INT4,ref: INT13,,INT6 v INT12,ref: INT5,,,COM12 COM14,,,
6:30 PM,,SKILLS CLINIC,REC,,SKILLS CLINIC,REC,,COM2 v COM9,ref: COM3,,COM4 v COM7,ref: COM10,,COM11 v COM17,ref: COM8,,,COM16 COM18,,,
7:30 PM,,SKILLS CLINIC,REC,,SKILLS CLINIC,REC,,COM3 v COM8,ref: COM17,,COM1 v COM10,ref: COM7,,COM5 v COM6,ref: COM11,,,POW7,,,
,,,,,,,,,,,,,,,,,,,,,
,,Week 8: Mar 19,,,,,,,,,,,,,,,BYE,,,DOUBLE HEADER,
4:30 PM,,REC2 v REC5,ref: REC4,,REC1 v REC6,ref: REC3,,COM1 v COM17,ref: COM6,,COM4 v COM9,ref: COM12,,COM5 v COM8,ref: COM16,,,REC7,,,
5:30 PM,,COM6 v COM12,ref: COM4,,REC3 v REC4,ref: REC6,,COM17 v COM18,ref: COM1,,COM2 v COM11,ref: COM15,,COM14 v COM16,ref: COM5,,,INT5 INT8 INT9,,,INT14
6:30 PM,,INT1 v INT12,ref: INT14,,COM7 v COM15,ref: COM14,,P+ OPEN PLAY,,,OPEN PLAY,MIXED,,OPEN PLAY,MIXED,,,COM3 COM10 COM13,,,COM17
7:30 PM,,INT6 v INT7,ref: INT11,,INT10 v INT14,ref: INT12,,POW1 v POW10,ref: POW2,,POW3 v POW8,ref: POW9,,POW5 v POW6,ref: POW7,,,POW11,,,
8:30 PM,,INT2 v INT11,ref: INT7,,INT13 v INT14,ref: INT10,,INT3 v INT4,ref: INT6,,POW2 v POW9,ref: POW3,,POW4 v POW7,ref: POW5,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,Week 9: Mar 26,,,,,,,,,,,,,,,BYE,,,DOUBLE HEADER,
3:30 PM,,INT6 v INT8,ref: INT12,,INT5 v INT9,ref: INT13,,INT7 v INT14,ref: INT1,,POW7 v POW8,ref: POW3,,POW4 v POW11,ref: POW1,,,REC1,,,
4:30 PM,,INT2 v INT12,ref: INT9,,INT1 v INT13,ref: INT5,,INT3 v INT11,ref: INT14,,POW6 v POW9,ref: POW8,,POW1 v POW3,ref: POW7,,,INT4 INT10,,,
5:30 PM,,COM7 v COM12,ref: COM5,,COM10 v COM14,ref: COM8,,P+ OPEN PLAY,,,OPEN PLAY,MIXED,,OPEN PLAY,MIXED,,,COM15 COM17,,,COM5 COM7
6:30 PM,,COM2 v COM5,ref: COM7,,COM4 v COM8,ref: COM9,,COM1 v COM11,ref: COM6,,COM13 v COM16,ref: COM18,,REC4 v REC5,ref: REC2,,,POW2 POW5 POW10,,,
7:30 PM,,COM5 v COM7,ref: COM2,,COM3 v COM9,ref: COM4,,COM6 v COM18,ref: COM1,,REC3 v REC6,ref: REC5,,REC2 v REC7,ref: REC4,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,Week 10: Apr 2,,,,,,,,,,,,,,,BYE,,,DOUBLE HEADER,
4:30 PM,,COM3 v COM7,ref: COM6,,COM5 v COM18,ref: COM9,,REC1 v REC4,ref: REC7,,COM8 v COM15,ref: COM14,,COM2 v COM12,ref: COM17,,,REC6,,,
5:30 PM,,COM4 v COM6,ref: COM2,,COM1 v COM9,ref: COM16,,REC5 v REC7,ref: REC2,,COM13 v COM14,ref: COM15,,COM10 v COM17,ref: COM12,,,,,,
